,year,manufacturer,model,avg_rating,count,id
1207,2003,chrysler,300m,4.395408163,49,1207
1208,2004,chrysler,300m,4.490740741,54,1208
1209,2007,chrysler,aspen,4.591269841,63,1209
1210,2008,chrysler,aspen,4.396226415,53,1210
1211,2009,chrysler,aspen,4.7125,10,1211
1212,2009,chrysler,aspen hybrid,4.5390625,16,1212
1213,1997,chrysler,cirrus,4.110294118,17,1213
1214,1998,chrysler,cirrus,4.234375,24,1214
1215,1999,chrysler,cirrus,4.565217391,23,1215
1216,2000,chrysler,cirrus,3.842391304,23,1216
1217,1997,chrysler,concorde,4.064189189,37,1217
1218,1998,chrysler,concorde,4.412162162,37,1218
1219,1999,chrysler,concorde,4.122395833,48,1219
1220,2000,chrysler,concorde,4.321721311,61,1220
1221,2001,chrysler,concorde,4.172619048,21,1221
1222,2002,chrysler,concorde,4.610294118,51,1222
1223,2003,chrysler,concorde,4.208333333,18,1223
1224,2004,chrysler,concorde,4.537037037,27,1224
1225,2004,chrysler,crossfire,4.65,70,1225
1226,2005,chrysler,crossfire,4.734375,184,1226
1227,2006,chrysler,crossfire,4.625,17,1227
1228,2007,chrysler,crossfire,4.675,20,1228
1229,2008,chrysler,crossfire,4.5,16,1229
1230,2000,chrysler,grand,3.868055556,18,1230
1231,1997,chrysler,lhs,4.5078125,32,1231
1232,1999,chrysler,lhs,4.35,45,1232
1233,2000,chrysler,lhs,4.639880952,42,1233
1234,2001,chrysler,lhs,4.525,15,1234
1235,2004,chrysler,pacifica,3.907142857,70,1235
1236,2005,chrysler,pacifica,3.815217391,69,1236
1237,2006,chrysler,pacifica,3.9625,70,1237
1238,2007,chrysler,pacifica,4.3125,70,1238
1239,2008,chrysler,pacifica,4.109375,32,1239
1240,2017,chrysler,pacifica,3.671428571,70,1240
1241,2018,chrysler,pacifica,3.782608696,23,1241
1242,2017,chrysler,pacifica hybrid,4.333333333,6,1242
1243,2018,chrysler,pacifica hybrid,3.866666667,15,1243
1244,2001,chrysler,prowler,5,2,1244
1245,2002,chrysler,prowler,4.642857143,7,1245
1246,2001,chrysler,pt,4.076785714,70,1246
1247,2002,chrysler,pt,4.069642857,70,1247
1248,2003,chrysler,pt,3.826785714,70,1248
1249,2004,chrysler,pt,4.220703125,64,1249
1250,2005,chrysler,pt,4.204464286,140,1250
1251,2006,chrysler,pt,3.66011236,89,1251
1252,2007,chrysler,pt,3.703313253,83,1252
1253,2008,chrysler,pt,3.930921053,38,1253
1254,2009,chrysler,pt,3.8125,6,1254
1255,2010,chrysler,pt,3.921875,8,1255
1256,1997,chrysler,sebring,4.119444444,45,1256
1257,1998,chrysler,sebring,4.076086957,46,1257
1258,1999,chrysler,sebring,4.00297619,84,1258
1259,2000,chrysler,sebring,3.922169811,53,1259
1260,2001,chrysler,sebring,3.971238938,113,1260
1261,2002,chrysler,sebring,4.322847682,151,1261
1262,2003,chrysler,sebring,4.524038462,78,1262
1263,2004,chrysler,sebring,4.079887218,133,1263
1264,2005,chrysler,sebring,4.345430108,93,1264
1265,2006,chrysler,sebring,4.241071429,56,1265
1266,2007,chrysler,sebring,3.807142857,70,1266
1267,2008,chrysler,sebring,4.205097087,103,1267
1268,2009,chrysler,sebring,3.90625,20,1268
1269,2010,chrysler,sebring,4.5,15,1269
1270,1997,chrysler,town,3.956896552,29,1270
1271,1998,chrysler,town,4.354166667,24,1271
1272,1999,chrysler,town,4.289634146,41,1272
1273,2000,chrysler,town,4.363372093,43,1273
1274,2001,chrysler,town,3.71875,68,1274
1275,2002,chrysler,town,4.184615385,65,1275
1276,2003,chrysler,town,4.007936508,63,1276
1277,2004,chrysler,town,4.506578947,57,1277
1278,2005,chrysler,town,3.776785714,70,1278
1279,2006,chrysler,town,3.803571429,70,1279
1280,2007,chrysler,town,3.628787879,66,1280
1281,2008,chrysler,town,2.980357143,70,1281
1282,2009,chrysler,town,4.112068966,58,1282
1283,2010,chrysler,town,4.009090909,55,1283
1284,2011,chrysler,town,3.701923077,26,1284
1285,2012,chrysler,town,4.316666667,30,1285
1286,2013,chrysler,town,3.889423077,26,1286
1287,2014,chrysler,town,4.125,30,1287
1288,2015,chrysler,town,4.142857143,14,1288
1289,2016,chrysler,town,4.3,10,1289
1290,2000,chrysler,voyager,3.757352941,17,1290
1291,2001,chrysler,voyager,3.973684211,19,1291
1292,2002,chrysler,voyager,3.638157895,19,1292
1293,2003,chrysler,voyager,3.696428571,14,1293
1294,1997,dodge,avenger,4.208333333,33,1294
1295,1998,dodge,avenger,4.215909091,33,1295
1296,1999,dodge,avenger,4.401785714,28,1296
1297,2000,dodge,avenger,3.825,5,1297
1298,2008,dodge,avenger,3.714285714,70,1298
1299,2009,dodge,avenger,4.395833333,36,1299
1300,2010,dodge,avenger,4.111111111,18,1300
1301,2011,dodge,avenger,4.1875,22,1301
1302,2012,dodge,avenger,3.755681818,22,1302
1303,2013,dodge,avenger,3.705357143,14,1303
1304,2014,dodge,avenger,3.333333333,3,1304
1305,2007,dodge,caliber,3.119642857,70,1305
1306,2008,dodge,caliber,3.845679012,81,1306
1307,2009,dodge,caliber,4.227272727,55,1307
1308,2010,dodge,caliber,4.125,18,1308
1309,2011,dodge,caliber,3.833333333,6,1309
1310,2012,dodge,caliber,4.5,3,1310
1311,1997,dodge,cara,3.609375,24,1311
1312,1998,dodge,cara,3.426470588,51,1312
1313,1999,dodge,cara,4.035714286,28,1313
1314,2000,dodge,cara,3.886111111,45,1314
1315,2001,dodge,cara,3.689393939,33,1315
1316,2002,dodge,cara,3.89673913,46,1316
1317,2003,dodge,cara,4.11,50,1317
1318,2004,dodge,cara,3.8875,20,1318
1319,2005,dodge,cara,3.861328125,64,1319
1320,2006,dodge,cara,3.868589744,39,1320
1321,2007,dodge,cara,3.987068966,29,1321
1322,2008,dodge,challenger,4.630952381,21,1322
1323,2009,dodge,challenger,4.664893617,94,1323
1324,2010,dodge,challenger,4.667134831,89,1324
1325,2011,dodge,challenger,4.278846154,13,1325
1326,2012,dodge,challenger,4.795,25,1326
1327,2013,dodge,challenger,4.829545455,11,1327
1328,2014,dodge,challenger,4.296875,16,1328
1329,2015,dodge,challenger,4.564285714,35,1329
1330,2016,dodge,challenger,4.833333333,60,1330
1331,2017,dodge,challenger,4.714285714,21,1331
1332,2018,dodge,challenger,4.75,8,1332
1333,2006,dodge,charger,4.389150943,106,1333
1334,2007,dodge,charger,4.542582418,91,1334
1335,2008,dodge,charger,4.40625,80,1335
1336,2009,dodge,charger,4.526515152,33,1336
1337,2010,dodge,charger,4.453947368,19,1337
1338,2011,dodge,charger,4.47983871,31,1338
1339,2012,dodge,charger,4.524038462,26,1339
1340,2013,dodge,charger,4.45625,20,1340
1341,2014,dodge,charger,3.875,18,1341
1342,2015,dodge,charger,4.183035714,28,1342
1343,2016,dodge,charger,4.627906977,43,1343
1344,2017,dodge,charger,4.375,16,1344
1345,2018,dodge,charger,4.5,8,1345
1346,2013,dodge,dart,3.083928571,70,1346
1347,2014,dodge,dart,3.69375,20,1347
1348,2015,dodge,dart,3.284482759,29,1348
1349,2016,dodge,dart,3.833333333,24,1349
1350,2018,dodge,durango,4.5,4,1350
1351,1997,dodge,grand,3.649122807,57,1351
1352,1998,dodge,grand,3.783163265,49,1352
1353,1999,dodge,grand,3.97,50,1353
1354,2000,dodge,grand,3.758474576,59,1354
1355,2001,dodge,grand,3.959745763,59,1355
1356,2002,dodge,grand,4.093253968,63,1356
1357,2003,dodge,grand,4.199074074,54,1357
1358,2004,dodge,grand,4.634090909,55,1358
1359,2005,dodge,grand,3.3875,70,1359
1360,2006,dodge,grand,3.926785714,70,1360
1361,2007,dodge,grand,3.798913043,46,1361
1362,2008,dodge,grand,2.967857143,70,1362
1363,2009,dodge,grand,3.985465116,43,1363
1364,2010,dodge,grand,3.948369565,46,1364
1365,2011,dodge,grand,3.678571429,28,1365
1366,2012,dodge,grand,3.545138889,36,1366
1367,2013,dodge,grand,4.078125,8,1367
1368,2014,dodge,grand,4.279411765,17,1368
1369,2015,dodge,grand,3.533333333,15,1369
1370,2016,dodge,grand,3.739130435,23,1370
1371,2017,dodge,grand,3.785714286,14,1371
1372,2018,dodge,grand,3.75,4,1372
1373,1997,dodge,intrepid,4.166666667,51,1373
1374,1998,dodge,intrepid,4.261904762,42,1374
1375,1999,dodge,intrepid,3.704545455,66,1375
1376,2000,dodge,intrepid,4.261904762,63,1376
1377,2001,dodge,intrepid,4.233208955,67,1377
1378,2002,dodge,intrepid,4.320075758,66,1378
1379,2003,dodge,intrepid,4.466666667,30,1379
1380,2004,dodge,intrepid,4.170081967,61,1380
1381,2005,dodge,magnum,4.316071429,70,1381
1382,2006,dodge,magnum,4.661290323,93,1382
1383,2007,dodge,magnum,4.56,25,1383
1384,2008,dodge,magnum,4.69047619,21,1384
1385,1997,dodge,neon,3.390909091,55,1385
1386,1998,dodge,neon,3.987288136,59,1386
1387,1999,dodge,neon,3.965909091,33,1387
1388,2000,dodge,neon,4.068548387,62,1388
1389,2001,dodge,neon,4.3525,50,1389
1390,2002,dodge,neon,3.752118644,59,1390
1391,2003,dodge,neon,4.382075472,106,1391
1392,2004,dodge,neon,4.28125,128,1392
1393,2005,dodge,neon,4.292572464,138,1393
1394,1997,dodge,ram,4.218333333,75,1394
1395,1998,dodge,ram,4.085674157,89,1395
1396,1999,dodge,ram,4.119382022,89,1396
1397,2000,dodge,ram,3.946759259,54,1397
1398,2001,dodge,ram,4.095588235,136,1398
1399,2002,dodge,ram,4.289522059,136,1399
1400,2003,dodge,ram,4.45770202,198,1400
1401,2004,dodge,ram,4.510683761,234,1401
1402,2005,dodge,ram,4.506648936,188,1402
1403,2006,dodge,ram,4.438679245,212,1403
1404,2007,dodge,ram,4.37977707,157,1404
1405,2008,dodge,ram,3.988839286,168,1405
1406,2009,dodge,ram,4.594669118,136,1406
1407,2010,dodge,ram,4.569587629,97,1407
1408,2003,dodge,sprinter,4.4,10,1408
1409,2004,dodge,sprinter,4.143518519,27,1409
1410,2005,dodge,sprinter,4.196428571,28,1410
1411,2006,dodge,sprinter,4.008928571,14,1411
1412,2007,dodge,sprinter,3.769736842,19,1412
1413,2008,dodge,sprinter,4.348214286,14,1413
1414,2009,dodge,sprinter,3.575,5,1414
1415,2014,dodge,srt,4.875,1,1415
1416,1997,dodge,stratus,3.805147059,34,1416
1417,1998,dodge,stratus,3.997844828,58,1417
1418,1999,dodge,stratus,3.935810811,37,1418
1419,2000,dodge,stratus,4.02027027,37,1419
1420,2001,dodge,stratus,4.273026316,76,1420
1421,2002,dodge,stratus,4.201834862,109,1421
1422,2003,dodge,stratus,4.289930556,72,1422
1423,2004,dodge,stratus,4.195754717,106,1423
1424,2005,dodge,stratus,4.196969697,66,1424
1425,2006,dodge,stratus,4.071022727,44,1425
1426,1997,dodge,viper,4.575,5,1426
1427,1999,dodge,viper,4.25,1,1427
1428,2000,dodge,viper,4.6875,4,1428
1429,2001,dodge,viper,4.4375,4,1429
1430,2002,dodge,viper,4.3125,10,1430
1431,2006,dodge,viper,4.03125,4,1431
1432,2008,dodge,viper,4.59375,4,1432
1433,2015,dodge,viper,5,1,1433
1434,2017,fiat,124,4.846153846,26,1434
1435,2018,fiat,124,4.8,5,1435
1436,2012,fiat,500,3.549528302,106,1436
1437,2013,fiat,500,4.022058824,51,1437
1438,2014,fiat,500,4.8,5,1438
1439,2015,fiat,500,3.9609375,32,1439
1440,2016,fiat,500,4.666666667,6,1440
1441,2017,fiat,500,4.666666667,6,1441
1442,2013,fiat,500e,4.765625,8,1442
1443,2014,fiat,500e,5,2,1443
1444,2015,fiat,500e,3.555555556,9,1444
1445,2016,fiat,500e,4.166666667,6,1445
1446,2017,fiat,500e,3.75,4,1446
1447,2014,fiat,500l,3.848039216,51,1447
1448,2015,fiat,500l,4.354166667,18,1448
1449,2016,fiat,500l,5,2,1449
1450,2016,fiat,500x,3.714285714,49,1450
1451,2017,fiat,500x,4.428571429,7,1451
1452,2018,fiat,500x,4,2,1452
1453,1997,ford,aerostar,4.255434783,23,1453
1454,1997,ford,aspire,3.791666667,21,1454
1455,2013,ford,c-max,3.85483871,31,1455
1456,2014,ford,c-max,4.5,10,1456
1457,2015,ford,c-max,4.615384615,13,1457
1458,2016,ford,c-max,4.352941176,17,1458
1459,2017,ford,c-max,4.538461538,13,1459
1460,2013,ford,c-max hybrid,4.171428571,70,1460
1461,2014,ford,c-max hybrid,4.4,15,1461
1462,2015,ford,c-max hybrid,4.375,27,1462
1463,2016,ford,c-max hybrid,4.5,16,1463
1464,2017,ford,c-max hybrid,4.714285714,7,1464
1465,2018,ford,c-max hybrid,5,5,1465
1466,1997,ford,contour,4.147727273,33,1466
1467,1998,ford,contour,4.101190476,105,1467
1468,1999,ford,contour,3.789893617,94,1468
1469,2000,ford,contour,3.855603448,58,1469
1470,1997,ford,crown,4.407407407,27,1470
1471,1998,ford,crown,4.340909091,22,1471
1472,1999,ford,crown,4.544117647,34,1472
1473,2000,ford,crown,4.441666667,30,1473
1474,2001,ford,crown,4.25,13,1474
1475,2002,ford,crown,4.220588235,17,1475
1476,2003,ford,crown,4.453125,40,1476
1477,2004,ford,crown,4.653061224,49,1477
1478,2005,ford,crown,4.653409091,44,1478
1479,2006,ford,crown,4.713235294,17,1479
1480,2007,ford,crown,4.3375,10,1480
1481,2008,ford,crown,4.8125,6,1481
1482,2010,ford,crown,5,2,1482
1483,2011,ford,crown,3.9375,4,1483
1484,1997,ford,e-150,3.930555556,9,1484
1485,1998,ford,e-150,4.03125,4,1485
1486,1997,ford,e-250,4.9375,2,1486
1487,1998,ford,e-250,4.333333333,3,1487
1488,1997,ford,e-350,3.875,8,1488
1489,1998,ford,e-350,4.166666667,3,1489
1490,2010,ford,e-series,4.5,1,1490
1491,2012,ford,e-series,1,1,1491
1492,1999,ford,econoline,3.836538462,13,1492
1493,2000,ford,econoline,3.95,20,1493
1494,2001,ford,econoline,4.055555556,9,1494
1495,2002,ford,econoline,4.113636364,11,1495
1496,2003,ford,econoline,4.5,15,1496
1497,2004,ford,econoline,4.430555556,9,1497
1498,2005,ford,econoline,4.416666667,6,1498
1499,2006,ford,econoline,3.925,10,1499
1500,2007,ford,econoline,4.05,5,1500
1501,2008,ford,econoline,3.21875,8,1501
1502,2009,ford,econoline,3.5,1,1502
1503,2018,ford,ecosport,4.777777778,9,1503
1504,2007,ford,edge,4.039285714,70,1504
1505,2008,ford,edge,4.432142857,70,1505
1506,2009,ford,edge,4.25,33,1506
1507,2010,ford,edge,4.316071429,70,1507
1508,2011,ford,edge,3.726785714,70,1508
1509,2012,ford,edge,3.726851852,27,1509
1510,2013,ford,edge,4.368055556,54,1510
1511,2014,ford,edge,4.230769231,13,1511
1512,2015,ford,edge,4.117424242,66,1512
1513,2016,ford,edge,4.16,50,1513
1514,2017,ford,edge,4.325,40,1514
1515,2018,ford,edge,4.153846154,13,1515
1516,2001,ford,escape,4.096014493,69,1516
1517,2002,ford,escape,3.90234375,64,1517
1518,2003,ford,escape,4.056985294,68,1518
1519,2004,ford,escape,4.096590909,66,1519
1520,2005,ford,escape,4.085714286,70,1520
1521,2006,ford,escape,3.992857143,70,1521
1522,2007,ford,escape,4.452868852,61,1522
1523,2008,ford,escape,3.510714286,70,1523
1524,2009,ford,escape,4.146428571,70,1524
1525,2010,ford,escape,3.694642857,70,1525
1526,2011,ford,escape,3.608173077,52,1526
1527,2012,ford,escape,4.239130435,46,1527
1528,2013,ford,escape,3.080357143,70,1528
1529,2014,ford,escape,3.391071429,70,1529
1530,2015,ford,escape,3.568965517,58,1530
1531,2016,ford,escape,3.942857143,70,1531
1532,2017,ford,escape,3.757142857,70,1532
1533,2018,ford,escape,4.444444444,18,1533
1534,2006,ford,escape hybrid,4.2375,70,1534
1535,2007,ford,escape hybrid,4.504464286,56,1535
1536,2008,ford,escape hybrid,4.566071429,70,1536
1537,2009,ford,escape hybrid,4.679054054,37,1537
1538,2010,ford,escape hybrid,4.806818182,11,1538
1539,2011,ford,escape hybrid,4.8125,2,1539
1540,1997,ford,escort,4.072443182,88,1540
1541,1998,ford,escort,4.245454545,110,1541
1542,1999,ford,escort,4.113938053,113,1542
1543,2000,ford,escort,4.1484375,64,1543
1544,2001,ford,escort,4.125,49,1544
1545,2002,ford,escort,4.3671875,32,1545
1546,2003,ford,escort,4.576086957,46,1546
1547,2000,ford,excursion,4.572916667,60,1547
1548,2001,ford,excursion,4.488095238,42,1548
1549,2002,ford,excursion,4.522540984,61,1549
1550,2003,ford,excursion,4.747641509,53,1550
1551,2004,ford,excursion,4.582386364,88,1551
1552,2005,ford,excursion,4.708333333,81,1552
1553,1997,ford,expedition,4.364583333,60,1553
1554,1998,ford,expedition,4.36328125,64,1554
1555,1999,ford,expedition,4.021825397,63,1555
1556,2000,ford,expedition,3.973880597,67,1556
1557,2001,ford,expedition,4.237288136,59,1557
1558,2002,ford,expedition,4.392857143,49,1558
1559,2003,ford,expedition,4.205357143,70,1559
1560,2004,ford,expedition,4.310714286,70,1560
1561,2005,ford,expedition,4.044642857,70,1561
1562,2006,ford,expedition,4.217857143,70,1562
1563,2007,ford,expedition,4.49048913,92,1563
1564,2008,ford,expedition,4.507692308,65,1564
1565,2009,ford,expedition,4.690789474,19,1565
1566,2010,ford,expedition,4.153409091,22,1566
1567,2011,ford,expedition,4.675,10,1567
1568,2012,ford,expedition,4.5,2,1568
1569,2013,ford,expedition,5,2,1569
1570,2014,ford,expedition,3.5,4,1570
1571,2015,ford,expedition,3.666666667,6,1571
1572,2016,ford,expedition,4.380952381,21,1572
1573,2017,ford,expedition,4.818181818,11,1573
1574,2018,ford,expedition,4.692307692,13,1574
1575,1997,ford,explorer,3.941071429,70,1575
1576,1998,ford,explorer,3.903571429,70,1576
1577,1999,ford,explorer,4.070652174,69,1577
1578,2000,ford,explorer,3.84057971,69,1578
1579,2001,ford,explorer,4.242647059,102,1579
1580,2002,ford,explorer,3.813106796,103,1580
1581,2003,ford,explorer,3.963114754,122,1581
1582,2004,ford,explorer,3.642857143,70,1582
1583,2005,ford,explorer,3.826785714,70,1583
1584,2006,ford,explorer,3.319642857,70,1584
1585,2007,ford,explorer,4.3875,50,1585
1586,2008,ford,explorer,4.166666667,36,1586
1587,2009,ford,explorer,4.421875,8,1587
1588,2010,ford,explorer,4.16,25,1588
1589,2011,ford,explorer,3.725,70,1589
1590,2012,ford,explorer,3.972560976,41,1590
1591,2013,ford,explorer,3.914855072,69,1591
1592,2014,ford,explorer,4.100961538,26,1592
1593,2015,ford,explorer,4.06640625,32,1593
1594,2016,ford,explorer,3.185714286,70,1594
1595,2017,ford,explorer,4.210526316,57,1595
1596,2018,ford,explorer,3.916666667,12,1596
1597,2011,ford,fiesta,3.570696721,122,1597
1598,2012,ford,fiesta,2.983231707,82,1598
1599,2013,ford,fiesta,2.573529412,51,1599
1600,2014,ford,fiesta,3.526515152,33,1600
1601,2015,ford,fiesta,4.191964286,28,1601
1602,2016,ford,fiesta,4.52173913,23,1602
1603,2017,ford,fiesta,3.777777778,9,1603
1604,2018,ford,fiesta,5,1,1604
1605,2005,ford,five,4.321428571,70,1605
1606,2006,ford,five,4.157142857,70,1606
1607,2007,ford,five,4.425,70,1607
1608,2009,ford,flex,4.0875,70,1608
1609,2010,ford,flex,4.428278689,61,1609
1610,2011,ford,flex,4.465909091,22,1610
1611,2012,ford,flex,4.301470588,17,1611
1612,2013,ford,flex,4.6328125,16,1612
1613,2014,ford,flex,3.861111111,18,1613
1614,2015,ford,flex,4,11,1614
1615,2016,ford,flex,4.375,8,1615
1616,2017,ford,flex,4.666666667,3,1616
1617,2018,ford,flex,4.666666667,3,1617
1618,2000,ford,focus,3.875706215,177,1618
1619,2001,ford,focus,3.818313953,172,1619
1620,2002,ford,focus,4.09228972,214,1620
1621,2003,ford,focus,4.096643519,216,1621
1622,2004,ford,focus,4.481617647,204,1622
1623,2005,ford,focus,4.337209302,172,1623
1624,2006,ford,focus,4.274038462,130,1624
1625,2007,ford,focus,4.108035714,140,1625
1626,2008,ford,focus,4.354464286,140,1626
1627,2009,ford,focus,4.270604396,91,1627
1628,2010,ford,focus,4.388157895,76,1628
1629,2011,ford,focus,4.530172414,29,1629
1630,2012,ford,focus,2.521276596,141,1630
1631,2013,ford,focus,3.153985507,138,1631
1632,2014,ford,focus,2.253472222,144,1632
1633,2015,ford,focus,2.712962963,54,1633
1634,2016,ford,focus,3.711864407,59,1634
1635,2017,ford,focus,4.0625,16,1635
1636,2018,ford,focus,4.1,10,1636
1637,2004,ford,freestar,3.069642857,70,1637
1638,2005,ford,freestar,4.153409091,66,1638
1639,2006,ford,freestar,4.054878049,41,1639
1640,2007,ford,freestar,3.534090909,11,1640
1641,2005,ford,freestyle,3.580357143,70,1641
1642,2006,ford,freestyle,3.908928571,70,1642
1643,2007,ford,freestyle,4.305357143,70,1643
1644,2006,ford,fusion,4.158928571,70,1644
1645,2007,ford,fusion,4.451785714,70,1645
1646,2008,ford,fusion,4.533928571,70,1646
1647,2009,ford,fusion,4.494642857,70,1647
1648,2010,ford,fusion,3.566071429,70,1648
1649,2011,ford,fusion,4.289285714,70,1649
1650,2012,ford,fusion,4.173828125,64,1650
1651,2013,ford,fusion,3.74847561,82,1651
1652,2014,ford,fusion,4.092948718,78,1652
1653,2015,ford,fusion,3.939732143,56,1653
1654,2016,ford,fusion,4.146067416,89,1654
1655,2017,ford,fusion,3.682539683,63,1655
1656,2018,ford,fusion,5,2,1656
1657,2010,ford,fusion hybrid,4.569642857,70,1657
1658,2011,ford,fusion hybrid,4.8,15,1658
1659,2013,ford,fusion hybrid,4.180084746,59,1659
1660,2014,ford,fusion hybrid,4.344594595,37,1660
1661,2015,ford,fusion hybrid,4.795454545,11,1661
1662,2016,ford,fusion hybrid,4.536764706,17,1662
1663,2017,ford,fusion hybrid,4.625,8,1663
1664,2018,ford,fusion hybrid,4.4,5,1664
1665,2005,ford,gt,4.71484375,32,1665
1666,2006,ford,gt,4.85,5,1666
1667,1997,ford,mustang,4.293181818,55,1667
1668,1998,ford,mustang,4.520547945,73,1668
1669,1999,ford,mustang,4.430706522,92,1669
1670,2000,ford,mustang,4.298165138,109,1670
1671,2001,ford,mustang,4.42768595,121,1671
1672,2002,ford,mustang,4.447198276,116,1672
1673,2003,ford,mustang,4.535046729,107,1673
1674,2004,ford,mustang,4.489448052,154,1674
1675,2005,ford,mustang,4.558035714,140,1675
1676,2006,ford,mustang,4.504464286,140,1676
1677,2007,ford,mustang,4.483333333,120,1677
1678,2008,ford,mustang,4.419736842,95,1678
1679,2009,ford,mustang,4.524390244,41,1679
1680,2010,ford,mustang,4.742897727,88,1680
1681,2011,ford,mustang,4.697058824,85,1681
1682,2012,ford,mustang,4.628472222,36,1682
1683,2013,ford,mustang,4.496875,40,1683
1684,2014,ford,mustang,4.515625,48,1684
1685,2015,ford,mustang,4.375,69,1685
1686,2016,ford,mustang,4.305882353,85,1686
1687,2017,ford,mustang,4.31372549,51,1687
1688,2018,ford,mustang,4.526315789,19,1688
1689,1997,ford,probe,4.35,20,1689
1690,2007,ford,shelby,4.575892857,28,1690
1691,2008,ford,shelby,4.5375,30,1691
1692,2009,ford,shelby,4.725,5,1692
1693,2010,ford,shelby,4.842105263,19,1693
1694,2011,ford,shelby,4.479166667,12,1694
1695,2012,ford,shelby,4.9,5,1695
1696,2013,ford,shelby,4.791666667,3,1696
1697,2014,ford,shelby,4.6625,10,1697
1698,2016,ford,shelby,4.75,12,1698
1699,2017,ford,shelby,5,5,1699
1700,2018,ford,shelby,5,2,1700
1701,1997,ford,taurus,3.877747253,91,1701
1702,1998,ford,taurus,3.765432099,81,1702
1703,1999,ford,taurus,3.740168539,89,1703
1704,2000,ford,taurus,4.057692308,91,1704
1705,2001,ford,taurus,3.87012987,77,1705
1706,2002,ford,taurus,4.134146341,82,1706
1707,2003,ford,taurus,3.889423077,78,1707
1708,2004,ford,taurus,4.198051948,77,1708
1709,2005,ford,taurus,3.865963855,83,1709
1710,2006,ford,taurus,4.023305085,59,1710
1711,2007,ford,taurus,4.252777778,45,1711
1712,2008,ford,taurus,4.451785714,140,1712
1713,2009,ford,taurus,4.309782609,23,1713
1714,2010,ford,taurus,4.472477064,109,1714
1715,2011,ford,taurus,4.598958333,48,1715
1716,2012,ford,taurus,4.170454545,22,1716
1717,2013,ford,taurus,4.259259259,54,1717
1718,2014,ford,taurus,4.589285714,21,1718
1719,2015,ford,taurus,4.35,20,1719
1720,2016,ford,taurus,4.333333333,18,1720
1721,2017,ford,taurus,4.8,5,1721
1722,2018,ford,taurus,5,1,1722
1723,1997,ford,thunderbird,4.699519231,52,1723
1724,2002,ford,thunderbird,4.678846154,65,1724
1725,2003,ford,thunderbird,4.729910714,56,1725
1726,2004,ford,thunderbird,4.6875,50,1726
1727,2005,ford,thunderbird,4.729477612,67,1727
1728,2010,ford,transit,3.982142857,35,1728
1729,2011,ford,transit,3.25,10,1729
1730,2012,ford,transit,2.666666667,6,1730
1731,2013,ford,transit,3.4375,6,1731
1732,2014,ford,transit,3.4375,14,1732
1733,2015,ford,transit,3.359126984,63,1733
1734,2016,ford,transit,3.060606061,33,1734
1735,2017,ford,transit,3.4,5,1735
1736,2018,ford,transit,4,2,1736
1737,1997,ford,windstar,3.176470588,17,1737
1738,1998,ford,windstar,3.676923077,65,1738
1739,1999,ford,windstar,2.904411765,68,1739
1740,2000,ford,windstar,3.15,70,1740
1741,2001,ford,windstar,3.4375,66,1741
1742,2002,ford,windstar,3.732421875,64,1742
1743,2003,ford,windstar,3.740671642,67,1743
1744,2007,gmc,acadia,3.398214286,70,1744
1745,2008,gmc,acadia,2.942857143,70,1745
1746,2009,gmc,acadia,3.616071429,70,1746
1747,2010,gmc,acadia,3.585227273,66,1747
1748,2011,gmc,acadia,3.639880952,42,1748
1749,2012,gmc,acadia,3.708333333,30,1749
1750,2013,gmc,acadia,3.586538462,13,1750
1751,2014,gmc,acadia,3.875,26,1751
1752,2015,gmc,acadia,3.555555556,18,1752
1753,2016,gmc,acadia,4.32,25,1753
1754,2017,gmc,acadia,3.684210526,57,1754
1755,2018,gmc,acadia,3.727272727,22,1755
1756,2006,gmc,canyon,4.53125,4,1756
1757,2007,gmc,canyon,4,1,1757
1758,2009,gmc,canyon,4.375,1,1758
1759,1998,gmc,envoy,3.625,6,1759
1760,1999,gmc,envoy,3.975,5,1760
1761,2000,gmc,envoy,4,6,1761
1762,2002,gmc,envoy,4.120098039,102,1762
1763,2003,gmc,envoy,4.306818182,121,1763
1764,2004,gmc,envoy,4.313988095,168,1764
1765,2005,gmc,envoy,4.310416667,120,1765
1766,2006,gmc,envoy,4.045572917,96,1766
1767,2007,gmc,envoy,4.4375,46,1767
1768,2008,gmc,envoy,4.475,25,1768
1769,2009,gmc,envoy,4.075,5,1769
1770,1997,gmc,jimmy,3.263888889,27,1770
1771,1998,gmc,jimmy,3.566666667,30,1771
1772,1999,gmc,jimmy,3.309210526,38,1772
1773,2000,gmc,jimmy,3.471774194,62,1773
1774,2001,gmc,jimmy,3.328703704,54,1774
1775,1998,gmc,sa,3.708333333,3,1775
1776,1999,gmc,sa,4.28125,4,1776
1777,2000,gmc,sa,3.5,7,1777
1778,2001,gmc,sa,4.125,4,1778
1779,2002,gmc,sa,3.291666667,3,1779
1780,2003,gmc,sa,4.333333333,9,1780
1781,2004,gmc,sa,4.34375,4,1781
1782,2005,gmc,sa,4.475,5,1782
1783,2006,gmc,sa,3.958333333,3,1783
1784,2007,gmc,sa,3.40625,4,1784
1785,2008,gmc,sa,3.5625,2,1785
1786,2011,gmc,sa,3.5,1,1786
1787,2015,gmc,sa,4,1,1787
1788,1997,gmc,safari,3.825,5,1788
1789,1998,gmc,safari,4.125,8,1789
1790,1999,gmc,safari,3.697916667,12,1790
