,year,manufacturer,model,avg_rating,count,id
2530,2003,kia,optima,4.354166667,54,2530
2531,2004,kia,optima,4.106060606,66,2531
2532,2005,kia,optima,4.308823529,68,2532
2533,2006,kia,optima,4.275,45,2533
2534,2007,kia,optima,4.133928571,70,2534
2535,2008,kia,optima,4.5,70,2535
2536,2009,kia,optima,4.5025,50,2536
2537,2010,kia,optima,4.78125,20,2537
2538,2011,kia,optima,4.271428571,70,2538
2539,2012,kia,optima,3.901785714,70,2539
2540,2013,kia,optima,4.192857143,70,2540
2541,2014,kia,optima,4.238636364,22,2541
2542,2015,kia,optima,3.985294118,51,2542
2543,2016,kia,optima,4.390243902,41,2543
2544,2017,kia,optima,4.117647059,17,2544
2545,2018,kia,optima,4.5,8,2545
2546,2011,kia,optima hybrid,3.645833333,6,2546
2547,2012,kia,optima hybrid,3.517857143,7,2547
2548,2013,kia,optima hybrid,4.288461538,13,2548
2549,2014,kia,optima hybrid,5,2,2549
2550,2015,kia,optima hybrid,2.8,5,2550
2551,2016,kia,optima hybrid,3.6,5,2551
2552,2017,kia,optima hybrid,4.2,5,2552
2553,2001,kia,rio,3.526315789,57,2553
2554,2002,kia,rio,3.858024691,81,2554
2555,2003,kia,rio,4.028225806,62,2555
2556,2004,kia,rio,3.815677966,59,2556
2557,2005,kia,rio,3.810714286,35,2557
2558,2006,kia,rio,4.503968254,63,2558
2559,2007,kia,rio,3.988636364,44,2559
2560,2008,kia,rio,4.158482143,56,2560
2561,2009,kia,rio,3.713235294,17,2561
2562,2010,kia,rio,4.375,5,2562
2563,2011,kia,rio,4.21875,8,2563
2564,2012,kia,rio,3.9921875,32,2564
2565,2013,kia,rio,4.090277778,18,2565
2566,2014,kia,rio,4.333333333,3,2566
2567,2015,kia,rio,4,2,2567
2568,2016,kia,rio,4.333333333,3,2568
2569,2017,kia,rio,4,1,2569
2570,2018,kia,rio,4.5,2,2570
2571,2007,kia,rondo,4.358928571,70,2571
2572,2008,kia,rondo,4.155241935,62,2572
2573,2009,kia,rondo,3.875,20,2573
2574,2002,kia,sedona,3.458333333,66,2574
2575,2003,kia,sedona,3.586693548,62,2575
2576,2004,kia,sedona,3.930769231,65,2576
2577,2005,kia,sedona,3.510714286,70,2577
2578,2006,kia,sedona,3.646428571,70,2578
2579,2007,kia,sedona,4.481854839,62,2579
2580,2008,kia,sedona,4.4075,50,2580
2581,2009,kia,sedona,4.028846154,13,2581
2582,2010,kia,sedona,3.910714286,14,2582
2583,2011,kia,sedona,4.15625,8,2583
2584,2012,kia,sedona,4.307692308,13,2584
2585,2014,kia,sedona,3.5,6,2585
2586,2015,kia,sedona,3.7421875,16,2586
2587,2016,kia,sedona,4.5,26,2587
2588,2017,kia,sedona,4.2,10,2588
2589,1997,kia,sephia,3.446428571,21,2589
2590,1998,kia,sephia,3.364583333,24,2590
2591,1999,kia,sephia,2.77016129,31,2591
2592,2000,kia,sephia,3.438461538,65,2592
2593,2001,kia,sephia,3.579326923,52,2593
2594,2003,kia,sorento,4.14453125,64,2594
2595,2004,kia,sorento,3.455357143,70,2595
2596,2005,kia,sorento,3.944642857,70,2596
2597,2006,kia,sorento,4.082142857,70,2597
2598,2007,kia,sorento,4.3375,70,2598
2599,2008,kia,sorento,4.164772727,44,2599
2600,2009,kia,sorento,4.308823529,17,2600
2601,2011,kia,sorento,3.803571429,70,2601
2602,2012,kia,sorento,4.246428571,70,2602
2603,2013,kia,sorento,3.970238095,42,2603
2604,2014,kia,sorento,4.101973684,38,2604
2605,2015,kia,sorento,4.664772727,22,2605
2606,2016,kia,sorento,4.585714286,70,2606
2607,2017,kia,sorento,4.685185185,54,2607
2608,2018,kia,sorento,4.714285714,14,2608
2609,2010,kia,soul,4.353571429,70,2609
2610,2011,kia,soul,4.392307692,65,2610
2611,2012,kia,soul,4.346938776,49,2611
2612,2013,kia,soul,4.276960784,51,2612
2613,2014,kia,soul,4.710526316,38,2613
2614,2015,kia,soul,4.5,42,2614
2615,2016,kia,soul,4.44,75,2615
2616,2017,kia,soul,4.333333333,21,2616
2617,2018,kia,soul,4.785714286,14,2617
2618,2000,kia,spectra,3.671052632,19,2618
2619,2001,kia,spectra,3.75,10,2619
2620,2002,kia,spectra,3.824074074,81,2620
2621,2003,kia,spectra,3.960443038,79,2621
2622,2004,kia,spectra,4.035714286,77,2622
2623,2005,kia,spectra,4.596679688,128,2623
2624,2006,kia,spectra,4.56127451,102,2624
2625,2007,kia,spectra,4.5625,72,2625
2626,2008,kia,spectra,4.361328125,64,2626
2627,2009,kia,spectra,4.444852941,34,2627
2628,1997,kia,sportage,3.171875,16,2628
2629,1998,kia,sportage,3.097222222,27,2629
2630,1999,kia,sportage,3.153846154,39,2630
2631,2000,kia,sportage,3.418478261,46,2631
2632,2001,kia,sportage,3.1875,48,2632
2633,2002,kia,sportage,3.592213115,61,2633
2634,2005,kia,sportage,4.660714286,70,2634
2635,2006,kia,sportage,4.630357143,70,2635
2636,2007,kia,sportage,4.363636364,44,2636
2637,2008,kia,sportage,4.317934783,46,2637
2638,2009,kia,sportage,4.37804878,41,2638
2639,2010,kia,sportage,4.775,10,2639
2640,2011,kia,sportage,4.367753623,69,2640
2641,2012,kia,sportage,4.225543478,46,2641
2642,2013,kia,sportage,3.898809524,21,2642
2643,2014,kia,sportage,3.1,10,2643
2644,2015,kia,sportage,4.461538462,13,2644
2645,2016,kia,sportage,4.428571429,14,2645
2646,2017,kia,sportage,4.314285714,70,2646
2647,2018,kia,sportage,4.5,14,2647
2648,2018,kia,stinger,4.62962963,54,2648
2649,1997,land_rover,defender,4.875,2,2649
2650,1997,land_rover,discovery,3.65625,36,2650
2651,1998,land_rover,discovery,3.535,25,2651
2652,1999,land_rover,discovery,3.559090909,55,2652
2653,2000,land_rover,discovery,3.736328125,64,2653
2654,2001,land_rover,discovery,3.772321429,56,2654
2655,2002,land_rover,discovery,3.860655738,61,2655
2656,2003,land_rover,discovery,3.696428571,70,2656
2657,2004,land_rover,discovery,3.816532258,62,2657
2658,2015,land_rover,discovery,4,3,2658
2659,2016,land_rover,discovery,3.75,20,2659
2660,2017,land_rover,discovery,3.058823529,17,2660
2661,2018,land_rover,discovery,4,2,2661
2662,2002,land_rover,freelander,2.958928571,70,2662
2663,2003,land_rover,freelander,3.349637681,69,2663
2664,2004,land_rover,freelander,4.120833333,60,2664
2665,2005,land_rover,freelander,3.22826087,46,2665
2666,2008,land_rover,lr2,4.153571429,70,2666
2667,2009,land_rover,lr2,4.0625,14,2667
2668,2010,land_rover,lr2,4.196428571,7,2668
2669,2011,land_rover,lr2,5,1,2669
2670,2013,land_rover,lr2,4,1,2670
2671,2014,land_rover,lr2,4,1,2671
2672,2015,land_rover,lr2,4.666666667,3,2672
2673,2005,land_rover,lr3,4.275,70,2673
2674,2006,land_rover,lr3,4.226785714,70,2674
2675,2007,land_rover,lr3,4.4,30,2675
2676,2008,land_rover,lr3,4.645833333,18,2676
2677,2009,land_rover,lr3,4.625,5,2677
2678,2010,land_rover,lr4,4.487903226,31,2678
2679,2011,land_rover,lr4,4.544117647,17,2679
2680,2012,land_rover,lr4,4.666666667,3,2680
2681,2014,land_rover,lr4,3.9375,2,2681
2682,2015,land_rover,lr4,3.1,5,2682
2683,2016,land_rover,lr4,4.75,4,2683
2684,1997,land_rover,range,3.883928571,14,2684
2685,1998,land_rover,range,4.058823529,17,2685
2686,1999,land_rover,range,3.980263158,19,2686
2687,2000,land_rover,range,3.756944444,18,2687
2688,2001,land_rover,range,3.451388889,18,2688
2689,2002,land_rover,range,3.933333333,15,2689
2690,2003,land_rover,range,4.405660377,53,2690
2691,2004,land_rover,range,4.234090909,55,2691
2692,2005,land_rover,range,4.217857143,35,2692
2693,2006,land_rover,range,4.353383459,133,2693
2694,2007,land_rover,range,4.314285714,35,2694
2695,2008,land_rover,range,4.215163934,61,2695
2696,2009,land_rover,range,3.7,5,2696
2697,2010,land_rover,range,4.178240741,54,2697
2698,2011,land_rover,range,4.053571429,14,2698
2699,2012,land_rover,range,4.29375,20,2699
2700,2013,land_rover,range,3.951388889,18,2700
2701,2014,land_rover,range,4.052631579,19,2701
2702,2015,land_rover,range,2.961538462,26,2702
2703,2016,land_rover,range,3.9375,16,2703
2704,2017,land_rover,range,3.888888889,9,2704
2705,2018,land_rover,range,2.923076923,13,2705
2706,2011,lexus,ct,4.761363636,22,2706
2707,2012,lexus,ct,4.375,38,2707
2708,2013,lexus,ct,4.354166667,12,2708
2709,2014,lexus,ct,4.333333333,9,2709
2710,2015,lexus,ct,4.388888889,9,2710
2711,2016,lexus,ct,3.545454545,11,2711
2712,2017,lexus,ct,5,2,2712
2713,1997,lexus,es,4.815217391,46,2713
2714,1998,lexus,es,4.818181818,44,2714
2715,1999,lexus,es,4.45703125,32,2715
2716,2000,lexus,es,4.709821429,28,2716
2717,2001,lexus,es,4.8203125,32,2717
2718,2002,lexus,es,4.482421875,64,2718
2719,2003,lexus,es,4.686320755,53,2719
2720,2004,lexus,es,4.610887097,62,2720
2721,2005,lexus,es,4.428571429,70,2721
2722,2006,lexus,es,4.666666667,33,2722
2723,2007,lexus,es,4.364285714,70,2723
2724,2008,lexus,es,4.633928571,70,2724
2725,2009,lexus,es,4.545833333,30,2725
2726,2010,lexus,es,4.656914894,47,2726
2727,2011,lexus,es,4.85326087,23,2727
2728,2012,lexus,es,4.35,15,2728
2729,2013,lexus,es,4.588983051,59,2729
2730,2014,lexus,es,4.167763158,38,2730
2731,2015,lexus,es,4.617647059,17,2731
2732,2016,lexus,es,4.396551724,58,2732
2733,2017,lexus,es,4.5625,16,2733
2734,2018,lexus,es,4.428571429,7,2734
2735,1998,lexus,gs,4.860169492,59,2735
2736,1999,lexus,gs,4.673245614,57,2736
2737,2000,lexus,gs,4.727564103,39,2737
2738,2001,lexus,gs,4.8225,50,2738
2739,2002,lexus,gs,4.766203704,54,2739
2740,2003,lexus,gs,4.693627451,51,2740
2741,2004,lexus,gs,4.740384615,39,2741
2742,2005,lexus,gs,4.775,10,2742
2743,2006,lexus,gs,4.530701754,114,2743
2744,2007,lexus,gs,4.603494624,93,2744
2745,2008,lexus,gs,4.772727273,55,2745
2746,2009,lexus,gs,4.875,14,2746
2747,2010,lexus,gs,4.53125,12,2747
2748,2011,lexus,gs,4.958333333,3,2748
2749,2013,lexus,gs,4.725,35,2749
2750,2014,lexus,gs,4.443181818,11,2750
2751,2015,lexus,gs,4.428571429,14,2751
2752,2016,lexus,gs,4.75,20,2752
2753,2017,lexus,gs,4.6,5,2753
2754,2018,lexus,gs,5,4,2754
2755,2003,lexus,gx,4.642857143,56,2755
2756,2004,lexus,gx,4.565677966,59,2756
2757,2005,lexus,gx,4.605357143,70,2757
2758,2006,lexus,gx,4.616666667,45,2758
2759,2007,lexus,gx,4.672794118,34,2759
2760,2008,lexus,gx,4.723684211,19,2760
2761,2009,lexus,gx,4.3125,4,2761
2762,2010,lexus,gx,4.453571429,35,2762
2763,2011,lexus,gx,4.163461538,13,2763
2764,2012,lexus,gx,4.166666667,3,2764
2765,2013,lexus,gx,4.65625,4,2765
2766,2014,lexus,gx,3,1,2766
2767,2015,lexus,gx,4.25,4,2767
2768,2016,lexus,gx,4.428571429,21,2768
2769,2017,lexus,gx,3,10,2769
2770,2018,lexus,gx,4.714285714,7,2770
2771,2010,lexus,hs,4.672794118,68,2771
2772,2001,lexus,is,4.639112903,62,2772
2773,2002,lexus,is,4.629310345,87,2773
2774,2003,lexus,is,4.689393939,66,2774
2775,2004,lexus,is,4.520089286,56,2775
2776,2005,lexus,is,4.666666667,42,2776
2777,2006,lexus,is,4.55,140,2777
2778,2007,lexus,is,4.640909091,110,2778
2779,2008,lexus,is,4.522058824,119,2779
2780,2009,lexus,is,4.576612903,31,2780
2781,2010,lexus,is,4.8125,46,2781
2782,2011,lexus,is,3.95,10,2782
2783,2012,lexus,is,4.778846154,13,2783
2784,2013,lexus,is,5,3,2784
2785,2014,lexus,is,4.602272727,22,2785
2786,2015,lexus,is,4.488095238,21,2786
2787,2016,lexus,is,4.16,25,2787
2788,2017,lexus,is,4,4,2788
2789,2018,lexus,is,4.5,4,2789
2790,2018,lexus,lc,4.285714286,7,2790
2791,1997,lexus,ls,4.6625,30,2791
2792,1998,lexus,ls,4.891025641,39,2792
2793,1999,lexus,ls,4.806034483,29,2793
2794,2000,lexus,ls,4.821428571,28,2794
2795,2001,lexus,ls,4.862745098,51,2795
2796,2002,lexus,ls,4.789215686,51,2796
2797,2003,lexus,ls,4.786764706,51,2797
2798,2004,lexus,ls,4.76,50,2798
2799,2005,lexus,ls,4.685714286,70,2799
2800,2006,lexus,ls,4.664772727,44,2800
2801,2007,lexus,ls,4.555357143,70,2801
2802,2008,lexus,ls,4.663636364,55,2802
2803,2009,lexus,ls,4.704545455,11,2803
2804,2010,lexus,ls,4.845588235,17,2804
2805,2011,lexus,ls,4.475,10,2805
2806,2012,lexus,ls,4.265625,8,2806
2807,2013,lexus,ls,4.534090909,11,2807
2808,2014,lexus,ls,4,3,2808
2809,2015,lexus,ls,2.5,2,2809
2810,2016,lexus,ls,2.857142857,7,2810
2811,2017,lexus,ls,4.4,5,2811
2812,2018,lexus,ls,5,1,2812
2813,1997,lexus,lx,4.683333333,15,2813
2814,1998,lexus,lx,4.75,4,2814
2815,1999,lexus,lx,4.657894737,19,2815
2816,2000,lexus,lx,4.635416667,24,2816
2817,2001,lexus,lx,4.765625,8,2817
2818,2002,lexus,lx,4.609375,16,2818
2819,2003,lexus,lx,4.672794118,34,2819
2820,2004,lexus,lx,4.705128205,39,2820
2821,2005,lexus,lx,4.694444444,18,2821
2822,2006,lexus,lx,4.59375,12,2822
2823,2007,lexus,lx,4.65,5,2823
2824,2008,lexus,lx,4.538461538,13,2824
2825,2009,lexus,lx,4.642857143,7,2825
2826,2010,lexus,lx,4.875,4,2826
2827,2011,lexus,lx,3.96875,4,2827
2828,2013,lexus,lx,4.104166667,6,2828
2829,2014,lexus,lx,3.75,4,2829
2830,2015,lexus,lx,5,1,2830
2831,2016,lexus,lx,4.25,4,2831
2832,2017,lexus,lx,4.428571429,7,2832
2833,2018,lexus,lx,2,1,2833
2834,2015,lexus,nx,4.433823529,51,2834
2835,2016,lexus,nx,4.4,45,2835
2836,2017,lexus,nx,4.37037037,27,2836
2837,2018,lexus,nx,4.357142857,14,2837
2838,2015,lexus,rc,4.600961538,26,2838
2839,2016,lexus,rc,4.8125,16,2839
2840,2017,lexus,rc,5,1,2840
2841,2018,lexus,rc,5,2,2841
2842,1999,lexus,rx,4.438461538,65,2842
2843,2000,lexus,rx,4.318548387,62,2843
2844,2001,lexus,rx,4.392045455,66,2844
2845,2002,lexus,rx,4.666666667,63,2845
2846,2003,lexus,rx,4.641509434,53,2846
2847,2004,lexus,rx,4.528846154,65,2847
2848,2005,lexus,rx,4.541071429,70,2848
2849,2006,lexus,rx,4.581473214,112,2849
2850,2007,lexus,rx,4.55461165,103,2850
2851,2008,lexus,rx,4.450688073,109,2851
2852,2009,lexus,rx,4.591216216,37,2852
2853,2010,lexus,rx,4.421590909,110,2853
2854,2011,lexus,rx,4.52734375,32,2854
2855,2012,lexus,rx,4.592741935,31,2855
2856,2013,lexus,rx,4.422222222,45,2856
2857,2014,lexus,rx,4.359375,16,2857
2858,2015,lexus,rx,4.097916667,60,2858
2859,2016,lexus,rx,3.735632184,87,2859
2860,2017,lexus,rx,3.407894737,76,2860
2861,2018,lexus,rx,4.75,16,2861
2862,1997,lexus,sc,4.883333333,15,2862
2863,1998,lexus,sc,4.90625,4,2863
2864,1999,lexus,sc,4.916666667,6,2864
2865,2000,lexus,sc,4.979166667,6,2865
2866,2002,lexus,sc,4.75,64,2866
2867,2003,lexus,sc,4.768867925,53,2867
2868,2004,lexus,sc,4.790865385,52,2868
2869,2005,lexus,sc,4.744318182,66,2869
2870,2006,lexus,sc,4.648148148,27,2870
2871,2007,lexus,sc,4.659090909,11,2871
2872,2008,lexus,sc,4.925,5,2872
2873,2003,lincoln,aviator,4.445564516,62,2873
2874,2004,lincoln,aviator,4.086864407,59,2874
2875,2005,lincoln,aviator,4.233695652,69,2875
2876,1997,lincoln,continental,4.307692308,26,2876
2877,1998,lincoln,continental,4.634868421,38,2877
2878,1999,lincoln,continental,4.325,35,2878
2879,2000,lincoln,continental,4.744318182,22,2879
2880,2001,lincoln,continental,4.777777778,18,2880
2881,2002,lincoln,continental,4.824074074,27,2881
2882,2017,lincoln,continental,4.5,32,2882
2883,2018,lincoln,continental,4.857142857,7,2883
2884,2000,lincoln,ls,3.887681159,69,2884
2885,2001,lincoln,ls,4.169230769,65,2885
2886,2002,lincoln,ls,4.346153846,65,2886
2887,2003,lincoln,ls,4.489224138,58,2887
2888,2004,lincoln,ls,4.596774194,62,2888
2889,2005,lincoln,ls,4.304166667,60,2889
2890,2006,lincoln,ls,4.266304348,46,2890
2891,1997,lincoln,mark,4.725,25,2891
2892,1998,lincoln,mark,4.632142857,35,2892
2893,2015,lincoln,mkc,4.1625,30,2893
2894,2016,lincoln,mkc,4.666666667,15,2894
2895,2017,lincoln,mkc,4.266666667,30,2895
2896,2018,lincoln,mkc,4.75,4,2896
2897,2009,lincoln,mks,4.353571429,70,2897
2898,2010,lincoln,mks,4.680555556,27,2898
2899,2011,lincoln,mks,4.5625,8,2899
2900,2012,lincoln,mks,4.5,2,2900
2901,2013,lincoln,mks,4.604166667,6,2901
2902,2014,lincoln,mks,4.125,8,2902
2903,2015,lincoln,mks,4.833333333,6,2903
2904,2016,lincoln,mks,4.333333333,3,2904
2905,2010,lincoln,mkt,4.790322581,31,2905
2906,2011,lincoln,mkt,4.270833333,6,2906
2907,2012,lincoln,mkt,3.9375,4,2907
2908,2013,lincoln,mkt,4.6875,4,2908
2909,2014,lincoln,mkt,4.34375,4,2909
2910,2016,lincoln,mkt,5,2,2910
2911,2007,lincoln,mkx,4.441071429,70,2911
2912,2008,lincoln,mkx,4.489285714,70,2912
2913,2009,lincoln,mkx,4.694444444,9,2913
2914,2010,lincoln,mkx,4.481060606,33,2914
2915,2011,lincoln,mkx,3.841911765,34,2915
2916,2012,lincoln,mkx,3.7265625,16,2916
2917,2013,lincoln,mkx,3.717105263,19,2917
2918,2014,lincoln,mkx,5,3,2918
2919,2015,lincoln,mkx,1,1,2919
2920,2016,lincoln,mkx,4.12195122,41,2920
2921,2017,lincoln,mkx,4.388888889,18,2921
2922,2018,lincoln,mkx,4.75,4,2922
2923,2007,lincoln,mkz,4.528571429,70,2923
2924,2008,lincoln,mkz,4.666071429,70,2924
2925,2009,lincoln,mkz,4.239583333,24,2925
2926,2010,lincoln,mkz,4.69140625,32,2926
2927,2011,lincoln,mkz,4.25,18,2927
2928,2012,lincoln,mkz,4.216666667,15,2928
2929,2013,lincoln,mkz,3.8125,20,2929
2930,2014,lincoln,mkz,4.453125,16,2930
2931,2015,lincoln,mkz,5,8,2931
2932,2016,lincoln,mkz,4.304347826,23,2932
2933,2017,lincoln,mkz,4.727272727,33,2933
2934,2012,lincoln,mkz hybrid,4.5,12,2934
2935,2013,lincoln,mkz hybrid,4.369565217,23,2935
2936,2014,lincoln,mkz hybrid,4.5375,20,2936
2937,2015,lincoln,mkz hybrid,4.428571429,7,2937
2938,2016,lincoln,mkz hybrid,4.769230769,13,2938
2939,2017,lincoln,mkz hybrid,4.166666667,12,2939
2940,1998,lincoln,navigator,4.632352941,17,2940
2941,1999,lincoln,navigator,4.266666667,15,2941
2942,2000,lincoln,navigator,4.359375,24,2942
2943,2001,lincoln,navigator,4.509615385,26,2943
2944,2002,lincoln,navigator,4.5,11,2944
2945,2003,lincoln,navigator,4.176339286,56,2945
2946,2004,lincoln,navigator,4.328431373,51,2946
2947,2005,lincoln,navigator,4.517045455,44,2947
2948,2006,lincoln,navigator,4.31640625,32,2948
2949,2007,lincoln,navigator,4.583333333,36,2949
2950,2008,lincoln,navigator,4.71875,20,2950
2951,2009,lincoln,navigator,4.416666667,6,2951
2952,2010,lincoln,navigator,4.236111111,9,2952
2953,2011,lincoln,navigator,4.666666667,9,2953
2954,2012,lincoln,navigator,3.675,5,2954
2955,2013,lincoln,navigator,5,3,2955
2956,2014,lincoln,navigator,5,1,2956
2957,2015,lincoln,navigator,4.666666667,6,2957
2958,2016,lincoln,navigator,4.75,4,2958
2959,2017,lincoln,navigator,4.666666667,3,2959
2960,2018,lincoln,navigator,4.4,10,2960
2961,1997,lincoln,town,4.765625,40,2961
2962,1998,lincoln,town,4.619791667,24,2962
2963,1999,lincoln,town,4.141304348,23,2963
2964,2000,lincoln,town,4.532608696,23,2964
2965,2001,lincoln,town,4.69,25,2965
2966,2002,lincoln,town,4.544117647,17,2966
2967,2003,lincoln,town,4.383474576,59,2967
2968,2004,lincoln,town,4.694196429,56,2968
2969,2005,lincoln,town,4.516304348,46,2969
2970,2006,lincoln,town,4.597560976,41,2970
2971,2007,lincoln,town,4.817708333,24,2971
2972,2008,lincoln,town,4.227272727,11,2972
2973,2009,lincoln,town,4.390625,8,2973
2974,2010,lincoln,town,4.90625,4,2974
2975,2011,lincoln,town,4.175,5,2975
2976,2006,lincoln,zephyr,4.648214286,70,2976
2977,2011,mazda,2,4.5,36,2977
2978,2012,mazda,2,4.510416667,12,2978
2979,2013,mazda,2,4.180555556,9,2979
2980,2014,mazda,2,2.5,2,2980
2981,2004,mazda,3,4.532608696,138,2981
2982,2005,mazda,3,4.651785714,140,2982
2983,2006,mazda,3,4.675,140,2983
2984,2007,mazda,3,4.561607143,140,2984
2985,2008,mazda,3,4.469642857,140,2985
2986,2009,mazda,3,4.367816092,87,2986
2987,2010,mazda,3,4.505357143,140,2987
2988,2011,mazda,3,4.516891892,74,2988
2989,2012,mazda,3,4.34223301,103,2989
2990,2013,mazda,3,4.267361111,36,2990
2991,2014,mazda,3,4.338855422,83,2991
2992,2015,mazda,3,4.636363636,55,2992
2993,2016,mazda,3,4.462365591,93,2993
2994,2017,mazda,3,4.666666667,36,2994
2995,2018,mazda,3,4.714285714,21,2995
2996,2006,mazda,5,4.183928571,70,2996
2997,2007,mazda,5,4.232142857,70,2997
2998,2008,mazda,5,4.314285714,70,2998
2999,2009,mazda,5,4.208928571,70,2999
3000,2010,mazda,5,4.333333333,42,3000
3001,2012,mazda,5,4.470833333,30,3001
3002,2013,mazda,5,4.160714286,7,3002
3003,2014,mazda,5,3.8125,6,3003
3004,2015,mazda,5,4.25,8,3004
3005,2003,mazda,6,4.2375,70,3005
3006,2004,mazda,6,4.506578947,190,3006
3007,2005,mazda,6,4.501602564,156,3007
3008,2006,mazda,6,4.536407767,103,3008
3009,2007,mazda,6,4.419354839,93,3009
3010,2008,mazda,6,4.525,60,3010
3011,2009,mazda,6,4.525,70,3011
3012,2010,mazda,6,4.494485294,68,3012
3013,2011,mazda,6,4.05,10,3013
3014,2012,mazda,6,4.413461538,13,3014
3015,2013,mazda,6,3,1,3015
3016,2014,mazda,6,4.371428571,70,3016
3017,2015,mazda,6,4.178571429,49,3017
3018,2016,mazda,6,4.528571429,70,3018
3019,2017,mazda,6,4.6875,32,3019
3020,2018,mazda,6,4.818181818,11,3020
3021,1997,mazda,626,3.776442308,52,3021
3022,1998,mazda,626,3.862704918,61,3022
3023,1999,mazda,626,3.951612903,62,3023
3024,2000,mazda,626,4.086309524,42,3024
3025,2001,mazda,626,3.90625,32,3025
3026,2002,mazda,626,4.25,39,3026
3027,1997,mazda,b-series,4.03125,8,3027
3028,1998,mazda,b-series,4.096153846,26,3028
3029,1999,mazda,b-series,4.337837838,37,3029
3030,2000,mazda,b-series,4.4765625,16,3030
3031,2004,mazda,b-series,4.217105263,19,3031
3032,2005,mazda,b-series,3.375,10,3032
3033,2006,mazda,b-series,4.375,4,3033
3034,2007,mazda,b-series,4.75,6,3034
3035,2008,mazda,b-series,4.125,1,3035
3036,2016,mazda,cx-3,4.361702128,47,3036
3037,2017,mazda,cx-3,5,3,3037
3038,2018,mazda,cx-3,4.142857143,14,3038
3039,2013,mazda,cx-5,4.180357143,70,3039
3040,2014,mazda,cx-5,4.185714286,70,3040
3041,2015,mazda,cx-5,3.91796875,64,3041
3042,2016,mazda,cx-5,4.242857143,70,3042
3043,2017,mazda,cx-5,4.657142857,70,3043
3044,2018,mazda,cx-5,4.424242424,33,3044
3045,2007,mazda,cx-7,3.132142857,70,3045
3046,2008,mazda,cx-7,4.075,70,3046
3047,2009,mazda,cx-7,4.16,25,3047
3048,2010,mazda,cx-7,4.298214286,70,3048
3049,2011,mazda,cx-7,3.715,25,3049
3050,2012,mazda,cx-7,3.8125,8,3050
3051,2007,mazda,cx-9,4.4,70,3051
3052,2008,mazda,cx-9,4.419642857,70,3052
3053,2009,mazda,cx-9,4.537946429,56,3053
3054,2010,mazda,cx-9,4.630357143,70,3054
3055,2011,mazda,cx-9,4.407894737,38,3055
3056,2012,mazda,cx-9,4.200757576,33,3056
3057,2013,mazda,cx-9,4.309782609,23,3057
3058,2014,mazda,cx-9,4.475,10,3058
3059,2015,mazda,cx-9,3.825,15,3059
3060,2016,mazda,cx-9,4.414285714,70,3060
3061,2017,mazda,cx-9,4.565217391,23,3061
3062,2018,mazda,cx-9,4.538461538,26,3062
3063,2003,mazda,mazdaspeed,4.674180328,61,3063
3064,2005,mazda,mazdaspeed,4.75,28,3064
3065,2006,mazda,mazdaspeed,4.421428571,70,3065
3066,2007,mazda,mazdaspeed,4.682598039,102,3066
3067,2008,mazda,mazdaspeed,4.636792453,53,3067
3068,2009,mazda,mazdaspeed,4.645833333,30,3068
3069,2010,mazda,mazdaspeed,4.715686275,51,3069
3070,2011,mazda,mazdaspeed,4.763888889,9,3070
3071,2012,mazda,mazdaspeed,4.7109375,16,3071
3072,2013,mazda,mazdaspeed,4.729166667,6,3072
3073,1997,mazda,millenia,4.303571429,7,3073
3074,1998,mazda,millenia,4.320652174,23,3074
3075,1999,mazda,millenia,4.581081081,37,3075
3076,2000,mazda,millenia,4.51953125,32,3076
3077,2001,mazda,millenia,4.452702703,37,3077
3078,2002,mazda,millenia,4.561440678,59,3078
3079,1997,mazda,mpv,3.9875,10,3079
3080,1998,mazda,mpv,4.1328125,16,3080
3081,2000,mazda,mpv,4.014583333,60,3081
3082,2001,mazda,mpv,4.231707317,41,3082
3083,2002,mazda,mpv,4.201171875,64,3083
3084,2003,mazda,mpv,3.917910448,67,3084
3085,2004,mazda,mpv,4.523809524,63,3085
3086,2005,mazda,mpv,4.513392857,56,3086
3087,2006,mazda,mpv,4.272321429,28,3087
3088,1997,mazda,mx-5,4.72983871,31,3088
3089,1999,mazda,mx-5,4.726851852,54,3089
3090,2000,mazda,mx-5,4.708333333,36,3090
3091,2001,mazda,mx-5,4.715909091,44,3091
3092,2002,mazda,mx-5,4.809782609,46,3092
3093,2003,mazda,mx-5,4.828703704,54,3093
3094,2004,mazda,mx-5,4.764830508,59,3094
3095,2005,mazda,mx-5,4.776041667,24,3095
3096,2006,mazda,mx-5,4.755357143,70,3096
3097,2007,mazda,mx-5,4.777173913,69,3097
3098,2008,mazda,mx-5,4.7375,70,3098
3099,2009,mazda,mx-5,4.733695652,23,3099
3100,2010,mazda,mx-5,4.7421875,16,3100
3101,2011,mazda,mx-5,4.589285714,7,3101
3102,2012,mazda,mx-5,4.166666667,9,3102
3103,2013,mazda,mx-5,4.25,8,3103
3104,2014,mazda,mx-5,4.708333333,3,3104
3105,2015,mazda,mx-5,4.714285714,7,3105
3106,2016,mazda,mx-5,4.690909091,55,3106
3107,2017,mazda,mx-5,4.64,25,3107
3108,2018,mazda,mx-5,4.666666667,3,3108
3109,1997,mazda,mx-6,4.875,7,3109
3110,1997,mazda,protege,4.095588235,34,3110
3111,1998,mazda,protege,4.1875,34,3111
3112,1999,mazda,protege,4.408163265,49,3112
